Mês/Ano,Região,Estado,Produto,Quantidade Processada (t)
03/2023,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"6358,770"
03/2023,NORDESTE,Alagoas,MELAÇO,"124267,499"
03/2023,NORDESTE,Paraíba,MELAÇO,"3,692"
03/2023,NORDESTE,Pernambuco,MELAÇO,"82395,951"
03/2023,NORDESTE,Rio Grande do Norte,MELAÇO,"6528,112"
03/2023,NORDESTE,Sergipe,MELAÇO,"7785,010"
03/2023,SUDESTE,Minas Gerais,MELAÇO,"10318,107"
03/2023,SUDESTE,São Paulo,MELAÇO,"67902,418"
03/2023,CENTRO OESTE,Goiás,MILHO,"116844,066"
03/2023,CENTRO OESTE,Mato Grosso,MILHO,"720516,332"
03/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"173684,069"
03/2023,SUDESTE,São Paulo,MILHO,"1709,352"
03/2023,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"1935,608"
03/2023,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"13722,858"
03/2023,NORDESTE,Pernambuco,OUTRAS MATÉRIAS - PRIMAS,"6337,938"
03/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4497,355"
03/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"524,813"
03/2023,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"13,098"
02/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"11640,370"
02/2023,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"40107,161"
02/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"52615,710"
02/2023,NORDESTE,Alagoas,CANA DE AÇÚCAR,"326519,108"
02/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"11266,240"
02/2023,NORDESTE,Paraíba,CANA DE AÇÚCAR,"554730,685"
02/2023,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"226153,980"
02/2023,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"159462,019"
02/2023,NORDESTE,Sergipe,CANA DE AÇÚCAR,"154547,673"
02/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"28372,250"
02/2023,SUDESTE,São Paulo,CANA DE AÇÚCAR,"17480,140"
02/2023,NORDESTE,Alagoas,MELAÇO,"126358,259"
02/2023,NORDESTE,Paraíba,MELAÇO,"3,517"
02/2023,NORDESTE,Pernambuco,MELAÇO,"72803,467"
02/2023,NORDESTE,Rio Grande do Norte,MELAÇO,"10729,786"
02/2023,NORDESTE,Sergipe,MELAÇO,"8477,084"
02/2023,SUDESTE,São Paulo,MELAÇO,"4736,820"
02/2023,CENTRO OESTE,Goiás,MILHO,"56678,258"
02/2023,CENTRO OESTE,Mato Grosso,MILHO,"594880,983"
02/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"156002,338"
02/2023,SUDESTE,São Paulo,MILHO,"1336,943"
02/2023,SUL,Paraná,MILHO,"9624,375"
02/2023,NORDESTE,Pernambuco,OUTRAS MATÉRIAS - PRIMAS,"6463,816"
02/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"2331,586"
02/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"9,122"
02/2023,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"12,631"
01/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"10302,660"
01/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"420687,590"
01/2023,NORDESTE,Alagoas,CANA DE AÇÚCAR,"365832,420"
01/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"11025,416"
01/2023,NORDESTE,Paraíba,CANA DE AÇÚCAR,"681013,982"
01/2023,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"296336,729"
01/2023,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"226604,537"
01/2023,NORDESTE,Sergipe,CANA DE AÇÚCAR,"184642,182"
01/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"8542,560"
01/2023,SUL,Paraná,CANA DE AÇÚCAR,"3005,712"
01/2023,NORDESTE,Alagoas,MELAÇO,"130105,833"
01/2023,NORDESTE,Paraíba,MELAÇO,"4,438"
01/2023,NORDESTE,Pernambuco,MELAÇO,"84687,531"
01/2023,NORDESTE,Rio Grande do Norte,MELAÇO,"11461,474"
01/2023,NORDESTE,Sergipe,MELAÇO,"9320,522"
01/2023,SUDESTE,São Paulo,MELAÇO,"10952,469"
01/2023,CENTRO OESTE,Goiás,MILHO,"92732,580"
01/2023,CENTRO OESTE,Mato Grosso,MILHO,"645760,957"
01/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"176574,422"
01/2023,SUDESTE,São Paulo,MILHO,"3309,325"
01/2023,SUL,Paraná,MILHO,"8360,665"
01/2023,NORDESTE,Pernambuco,OUTRAS MATÉRIAS - PRIMAS,"12113,870"
01/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"7,330"
01/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"996,851"
01/2023,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"7,781"
12/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"11200,950"
12/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"281264,388"
12/2022,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"246837,613"
12/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"1710776,706"
12/2022,NORDESTE,Alagoas,CANA DE AÇÚCAR,"299980,417"
12/2022,NORDESTE,Bahia,CANA DE AÇÚCAR,"123840,690"
12/2022,NORDESTE,Paraíba,CANA DE AÇÚCAR,"772498,197"
12/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"344511,413"
12/2022,NORDESTE,Piauí,CANA DE AÇÚCAR,"6686,862"
12/2022,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"248454,479"
12/2022,NORDESTE,Sergipe,CANA DE AÇÚCAR,"171137,754"
12/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"272217,752"
12/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"1445828,639"
12/2022,SUL,Paraná,CANA DE AÇÚCAR,"784126,911"
12/2022,CENTRO OESTE,Mato Grosso,MELAÇO,"6499,122"
12/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"9559,588"
12/2022,NORDESTE,Alagoas,MELAÇO,"120406,668"
12/2022,NORDESTE,Paraíba,MELAÇO,"4,781"
12/2022,NORDESTE,Pernambuco,MELAÇO,"79199,083"
12/2022,NORDESTE,Piauí,MELAÇO,"6206,473"
12/2022,NORDESTE,Rio Grande do Norte,MELAÇO,"11750,277"
12/2022,NORDESTE,Sergipe,MELAÇO,"7717,439"
12/2022,SUDESTE,Minas Gerais,MELAÇO,"6074,483"
12/2022,SUDESTE,São Paulo,MELAÇO,"100328,103"
12/2022,CENTRO OESTE,Goiás,MILHO,"85971,721"
12/2022,CENTRO OESTE,Mato Grosso,MILHO,"647719,622"
12/2022,CENTRO OESTE,Mato Grosso do Sul,MILHO,"175179,522"
12/2022,SUDESTE,São Paulo,MILHO,"1441,842"
12/2022,SUL,Paraná,MILHO,"2725,627"
12/2022,NORDESTE,Pernambuco,OUTRAS MATÉRIAS - PRIMAS,"11111,687"
12/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"2784,625"
12/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"710,713"
12/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"4716,943"
12/2022,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"12,676"
11/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"13166,510"
11/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"3014451,117"
11/2022,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"355119,569"
11/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"3224695,993"
11/2022,NORDESTE,Alagoas,CANA DE AÇÚCAR,"238538,385"
11/2022,NORDESTE,Bahia,CANA DE AÇÚCAR,"302063,080"
11/2022,NORDESTE,Maranhão,CANA DE AÇÚCAR,"45363,720"
11/2022,NORDESTE,Paraíba,CANA DE AÇÚCAR,"778087,517"
11/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"337555,790"
11/2022,NORDESTE,Piauí,CANA DE AÇÚCAR,"27064,451"
11/2022,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"245428,534"
11/2022,NORDESTE,Sergipe,CANA DE AÇÚCAR,"155986,545"
11/2022,NORTE,Amazonas,CANA DE AÇÚCAR,"3957,950"
11/2022,NORTE,Pará,CANA DE AÇÚCAR,"73104,917"
11/2022,NORTE,Tocantins,CANA DE AÇÚCAR,"168223,390"
11/2022,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"30864,591"
11/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"1564838,297"
11/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"11425912,166"
11/2022,SUL,Paraná,CANA DE AÇÚCAR,"1888708,805"
11/2022,CENTRO OESTE,Goiás,MELAÇO,"7323,294"
11/2022,CENTRO OESTE,Mato Grosso,MELAÇO,"48603,577"
11/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"28074,079"
11/2022,NORDESTE,Alagoas,MELAÇO,"111114,250"
11/2022,NORDESTE,Bahia,MELAÇO,"3522,030"
11/2022,NORDESTE,Paraíba,MELAÇO,"4,721"
11/2022,NORDESTE,Pernambuco,MELAÇO,"87857,072"
11/2022,NORDESTE,Piauí,MELAÇO,"15992,173"
11/2022,NORDESTE,Rio Grande do Norte,MELAÇO,"11067,326"
11/2022,NORDESTE,Sergipe,MELAÇO,"7647,523"
11/2022,NORTE,Amazonas,MELAÇO,"700,190"
11/2022,SUDESTE,Minas Gerais,MELAÇO,"124142,891"
11/2022,SUDESTE,São Paulo,MELAÇO,"544541,262"
11/2022,CENTRO OESTE,Goiás,MILHO,"73964,297"
11/2022,CENTRO OESTE,Mato Grosso,MILHO,"650350,120"
11/2022,CENTRO OESTE,Mato Grosso do Sul,MILHO,"169450,948"
11/2022,SUDESTE,São Paulo,MILHO,"2046,488"
11/2022,SUL,Paraná,MILHO,"1267,410"
11/2022,NORDESTE,Pernambuco,OUTRAS MATÉRIAS - PRIMAS,"986,620"
11/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"34435,976"
11/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5658,944"
11/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"2857,587"
11/2022,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"12,826"
10/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"11686,480"
10/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"5363842,363"
10/2022,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1147324,710"
10/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"2670643,110"
10/2022,NORDESTE,Alagoas,CANA DE AÇÚCAR,"357650,779"
10/2022,NORDESTE,Bahia,CANA DE AÇÚCAR,"565046,890"
10/2022,NORDESTE,Maranhão,CANA DE AÇÚCAR,"277571,423"
10/2022,NORDESTE,Paraíba,CANA DE AÇÚCAR,"821565,581"
10/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"332620,866"
10/2022,NORDESTE,Piauí,CANA DE AÇÚCAR,"31960,575"
10/2022,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"223220,484"
10/2022,NORDESTE,Sergipe,CANA DE AÇÚCAR,"134995,428"
10/2022,NORTE,Amazonas,CANA DE AÇÚCAR,"17617,750"
10/2022,NORTE,Pará,CANA DE AÇÚCAR,"113132,351"
10/2022,NORTE,Tocantins,CANA DE AÇÚCAR,"305127,230"
10/2022,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"176550,537"
10/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"2434588,163"
10/2022,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"40886,890"
10/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"14939626,092"
10/2022,SUL,Paraná,CANA DE AÇÚCAR,"1282047,288"
10/2022,CENTRO OESTE,Goiás,MELAÇO,"35577,141"
10/2022,CENTRO OESTE,Mato Grosso,MELAÇO,"66254,924"
10/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"27633,648"
10/2022,NORDESTE,Alagoas,MELAÇO,"124161,879"
10/2022,NORDESTE,Bahia,MELAÇO,"10706,450"
10/2022,NORDESTE,Maranhão,MELAÇO,"1912,000"
10/2022,NORDESTE,Paraíba,MELAÇO,"24,368"
10/2022,NORDESTE,Pernambuco,MELAÇO,"92226,322"
10/2022,NORDESTE,Piauí,MELAÇO,"16835,109"
10/2022,NORDESTE,Rio Grande do Norte,MELAÇO,"12610,927"
10/2022,NORDESTE,Sergipe,MELAÇO,"8305,465"
10/2022,NORTE,Amazonas,MELAÇO,"3206,180"
10/2022,SUDESTE,Minas Gerais,MELAÇO,"196026,121"
10/2022,SUDESTE,São Paulo,MELAÇO,"837508,952"
10/2022,CENTRO OESTE,Goiás,MILHO,"77446,913"
10/2022,CENTRO OESTE,Mato Grosso,MILHO,"716767,205"
10/2022,CENTRO OESTE,Mato Grosso do Sul,MILHO,"168879,431"
10/2022,SUDESTE,São Paulo,MILHO,"2963,588"
10/2022,SUL,Paraná,MILHO,"2490,419"
10/2022,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"147,720"
10/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"107931,024"
10/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5116,163"
10/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1732,053"
10/2022,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"14,964"
09/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"12564,950"
09/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"6801132,302"
09/2022,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1671947,000"
09/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"3319018,427"
09/2022,NORDESTE,Alagoas,CANA DE AÇÚCAR,"225362,769"
09/2022,NORDESTE,Bahia,CANA DE AÇÚCAR,"507231,170"
09/2022,NORDESTE,Maranhão,CANA DE AÇÚCAR,"323192,520"
09/2022,NORDESTE,Paraíba,CANA DE AÇÚCAR,"816214,687"
09/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"180508,717"
09/2022,NORDESTE,Piauí,CANA DE AÇÚCAR,"41782,773"
09/2022,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"192286,769"
09/2022,NORDESTE,Sergipe,CANA DE AÇÚCAR,"37825,673"
09/2022,NORTE,Amazonas,CANA DE AÇÚCAR,"10175,380"
09/2022,NORTE,Pará,CANA DE AÇÚCAR,"116634,234"
09/2022,NORTE,Tocantins,CANA DE AÇÚCAR,"263886,590"
09/2022,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"190781,423"
09/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"3456137,338"
09/2022,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"145663,248"
09/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"14797009,120"
09/2022,SUL,Paraná,CANA DE AÇÚCAR,"1353265,084"
09/2022,CENTRO OESTE,Goiás,MELAÇO,"60140,396"
09/2022,CENTRO OESTE,Mato Grosso,MELAÇO,"62043,322"
09/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"23309,082"
09/2022,NORDESTE,Alagoas,MELAÇO,"46496,791"
09/2022,NORDESTE,Bahia,MELAÇO,"11680,590"
09/2022,NORDESTE,Maranhão,MELAÇO,"2571,000"
09/2022,NORDESTE,Paraíba,MELAÇO,"4,538"
09/2022,NORDESTE,Pernambuco,MELAÇO,"62273,633"
09/2022,NORDESTE,Piauí,MELAÇO,"15011,284"
09/2022,NORDESTE,Rio Grande do Norte,MELAÇO,"12914,369"
09/2022,NORDESTE,Sergipe,MELAÇO,"2319,872"
09/2022,NORTE,Amazonas,MELAÇO,"1531,720"
09/2022,SUDESTE,Minas Gerais,MELAÇO,"230246,758"
09/2022,SUDESTE,São Paulo,MELAÇO,"899519,996"
09/2022,CENTRO OESTE,Goiás,MILHO,"82277,744"
09/2022,CENTRO OESTE,Mato Grosso,MILHO,"687340,417"
09/2022,CENTRO OESTE,Mato Grosso do Sul,MILHO,"171307,093"
09/2022,SUDESTE,São Paulo,MILHO,"3816,591"
09/2022,SUL,Paraná,MILHO,"1244,494"
09/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"102195,620"
09/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4786,567"
09/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"874,000"
09/2022,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"5,953"
08/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"11152,900"
08/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"8187484,953"
08/2022,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1725303,432"
08/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"3923540,638"
08/2022,NORDESTE,Bahia,CANA DE AÇÚCAR,"548825,250"
08/2022,NORDESTE,Maranhão,CANA DE AÇÚCAR,"361441,770"
08/2022,NORDESTE,Paraíba,CANA DE AÇÚCAR,"646529,101"
08/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"14714,770"
08/2022,NORDESTE,Piauí,CANA DE AÇÚCAR,"54348,093"
08/2022,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"90093,574"
08/2022,NORTE,Amazonas,CANA DE AÇÚCAR,"9346,330"
08/2022,NORTE,Pará,CANA DE AÇÚCAR,"126445,864"
08/2022,NORTE,Tocantins,CANA DE AÇÚCAR,"325757,100"
08/2022,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"266010,671"
08/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4397312,084"
08/2022,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"227778,465"
08/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"19560351,398"
08/2022,SUL,Paraná,CANA DE AÇÚCAR,"1687501,253"
08/2022,CENTRO OESTE,Goiás,MELAÇO,"71458,149"
08/2022,CENTRO OESTE,Mato Grosso,MELAÇO,"18912,000"
08/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"28335,759"
08/2022,NORDESTE,Alagoas,MELAÇO,"234,940"
08/2022,NORDESTE,Bahia,MELAÇO,"12217,315"
08/2022,NORDESTE,Maranhão,MELAÇO,"2470,000"
08/2022,NORDESTE,Paraíba,MELAÇO,"3,194"
08/2022,NORDESTE,Pernambuco,MELAÇO,"13957,139"
08/2022,NORDESTE,Piauí,MELAÇO,"16600,778"
08/2022,NORDESTE,Rio Grande do Norte,MELAÇO,"5343,646"
08/2022,NORTE,Amazonas,MELAÇO,"991,070"
08/2022,SUDESTE,Minas Gerais,MELAÇO,"290195,418"
08/2022,SUDESTE,São Paulo,MELAÇO,"1121483,764"
08/2022,CENTRO OESTE,Goiás,MILHO,"102810,821"
08/2022,CENTRO OESTE,Mato Grosso,MILHO,"604079,528"
08/2022,CENTRO OESTE,Mato Grosso do Sul,MILHO,"144535,774"
08/2022,SUDESTE,São Paulo,MILHO,"2845,813"
08/2022,SUL,Paraná,MILHO,"5194,045"
08/2022,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"90,980"
08/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"113743,608"
08/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4613,765"
08/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"2970,425"
07/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"12979,790"
07/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"8558081,470"
07/2022,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"2016074,732"
07/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"5330427,231"
07/2022,NORDESTE,Bahia,CANA DE AÇÚCAR,"622364,420"
07/2022,NORDESTE,Maranhão,CANA DE AÇÚCAR,"359116,520"
07/2022,NORDESTE,Paraíba,CANA DE AÇÚCAR,"105730,210"
07/2022,NORDESTE,Piauí,CANA DE AÇÚCAR,"49432,289"
07/2022,NORTE,Pará,CANA DE AÇÚCAR,"112553,786"
07/2022,NORTE,Tocantins,CANA DE AÇÚCAR,"368300,900"
07/2022,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"297939,044"
07/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4546472,805"
07/2022,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"309454,444"
07/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"22838708,851"
07/2022,SUL,Paraná,CANA DE AÇÚCAR,"2512667,700"
07/2022,CENTRO OESTE,Goiás,MELAÇO,"68740,548"
07/2022,CENTRO OESTE,Mato Grosso,MELAÇO,"18912,000"
07/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"38202,326"
07/2022,NORDESTE,Bahia,MELAÇO,"10897,649"
07/2022,NORDESTE,Maranhão,MELAÇO,"2926,000"
07/2022,NORDESTE,Piauí,MELAÇO,"15883,472"
07/2022,SUDESTE,Minas Gerais,MELAÇO,"282865,988"
07/2022,SUDESTE,São Paulo,MELAÇO,"1225752,985"
07/2022,CENTRO OESTE,Goiás,MILHO,"97193,026"
07/2022,CENTRO OESTE,Mato Grosso,MILHO,"632277,519"
07/2022,CENTRO OESTE,Mato Grosso do Sul,MILHO,"90930,312"
07/2022,SUL,Paraná,MILHO,"437,776"
07/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"147640,896"
07/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"3329,626"
07/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1257,941"
06/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"11137,590"
06/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"7698543,759"
06/2022,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1907085,547"
06/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4174084,643"
06/2022,NORDESTE,Bahia,CANA DE AÇÚCAR,"461550,300"
06/2022,NORDESTE,Maranhão,CANA DE AÇÚCAR,"246470,010"
06/2022,NORDESTE,Piauí,CANA DE AÇÚCAR,"11401,294"
06/2022,NORTE,Pará,CANA DE AÇÚCAR,"96975,355"
06/2022,NORTE,Tocantins,CANA DE AÇÚCAR,"368063,590"
06/2022,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"294359,939"
06/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4159818,919"
06/2022,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"349285,125"
06/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"20410333,002"
06/2022,SUL,Paraná,CANA DE AÇÚCAR,"1581663,142"
06/2022,CENTRO OESTE,Goiás,MELAÇO,"70513,802"
06/2022,CENTRO OESTE,Mato Grosso,MELAÇO,"59370,443"
06/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"23169,265"
06/2022,NORDESTE,Bahia,MELAÇO,"11111,911"
06/2022,NORDESTE,Maranhão,MELAÇO,"2251,000"
06/2022,NORDESTE,Piauí,MELAÇO,"4095,451"
06/2022,SUDESTE,Minas Gerais,MELAÇO,"261867,493"
06/2022,SUDESTE,São Paulo,MELAÇO,"949605,355"
06/2022,CENTRO OESTE,Goiás,MILHO,"94758,320"
06/2022,CENTRO OESTE,Mato Grosso,MILHO,"608600,280"
06/2022,CENTRO OESTE,Mato Grosso do Sul,MILHO,"141319,994"
06/2022,SUL,Paraná,MILHO,"7148,028"
06/2022,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"9,140"
06/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"153062,134"
06/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4545,078"
06/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1149,405"
06/2022,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"7,463"
05/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"10746,570"
05/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"8170683,104"
05/2022,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1749378,062"
05/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4324142,826"
05/2022,NORDESTE,Bahia,CANA DE AÇÚCAR,"388712,740"
05/2022,NORDESTE,Maranhão,CANA DE AÇÚCAR,"267501,310"
05/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"768,870"
05/2022,NORTE,Pará,CANA DE AÇÚCAR,"45143,920"
05/2022,NORTE,Tocantins,CANA DE AÇÚCAR,"328986,340"
05/2022,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"242307,337"
05/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"3516107,818"
05/2022,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"261494,963"
05/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"21156040,243"
05/2022,SUL,Paraná,CANA DE AÇÚCAR,"1775202,716"
05/2022,CENTRO OESTE,Goiás,MELAÇO,"63627,510"
05/2022,CENTRO OESTE,Mato Grosso,MELAÇO,"26911,659"
05/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"20964,905"
05/2022,NORDESTE,Bahia,MELAÇO,"4858,632"
05/2022,NORDESTE,Maranhão,MELAÇO,"1603,026"
05/2022,SUDESTE,Espírito Santo,MELAÇO,"38,220"
05/2022,SUDESTE,Minas Gerais,MELAÇO,"251809,826"
05/2022,SUDESTE,São Paulo,MELAÇO,"1147702,379"
05/2022,CENTRO OESTE,Goiás,MILHO,"83847,000"
05/2022,CENTRO OESTE,Mato Grosso,MILHO,"599777,155"
05/2022,CENTRO OESTE,Mato Grosso do Sul,MILHO,"30183,534"
05/2022,SUDESTE,São Paulo,MILHO,"996,091"
05/2022,SUL,Paraná,MILHO,"4097,651"
05/2022,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"59,000"
05/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"101827,751"
05/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5035,505"
05/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1814,044"
05/2022,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"5,993"
